id,subject,topic,concept,type,format,difficulty,question,optionA,optionB,optionC,optionD,answer,expected_time,concept_group
148,DSA,Stack,expression evaluation,conceptual,mcq,2,Which concept is related to expression evaluation?,Stack,Queue,Tree,Graph,A,8.0,expression evaluation
149,DSA,Stack,expression evaluation,conceptual,mcq,2,expression evaluation is mainly associated with which structure?,Stack,Queue,Tree,Graph,A,8.0,expression evaluation
150,DSA,Stack,expression evaluation,conceptual,mcq,2,Which concept is related to expression evaluation?,Stack,Queue,Tree,Graph,A,8.0,expression evaluation
151,DSA,Stack,undo operations,conceptual,mcq,2,Which statement describes undo operations?,Stack,Queue,Tree,Graph,A,8.0,undo operations
152,DSA,Stack,undo operations,conceptual,mcq,2,Which concept is related to undo operations?,Stack,Queue,Tree,Graph,A,8.0,undo operations
153,DSA,Stack,undo operations,conceptual,mcq,2,undo operations is mainly associated with which structure?,Stack,Queue,Tree,Graph,A,8.0,undo operations
154,DSA,Stack,undo operations,conceptual,mcq,2,Which concept is related to undo operations?,Stack,Queue,Tree,Graph,A,8.0,undo operations
155,DSA,Stack,undo operations,conceptual,mcq,2,Which concept is related to undo operations?,Stack,Queue,Tree,Graph,A,8.0,undo operations
156,DSA,Stack,undo operations,conceptual,mcq,2,undo operations is mainly associated with which structure?,Stack,Queue,Tree,Graph,A,8.0,undo operations
157,DSA,Stack,undo operations,conceptual,mcq,2,undo operations is used in which situation?,Stack,Queue,Tree,Graph,A,8.0,undo operations
158,DSA,Stack,undo operations,conceptual,mcq,2,undo operations is mainly associated with which structure?,Stack,Queue,Tree,Graph,A,8.0,undo operations
159,DSA,Stack,undo operations,conceptual,mcq,2,Which concept is related to undo operations?,Stack,Queue,Tree,Graph,A,8.0,undo operations
160,DSA,Stack,undo operations,conceptual,mcq,2,undo operations is used in which situation?,Stack,Queue,Tree,Graph,A,8.0,undo operations
161,DSA,Stack,undo operations,conceptual,mcq,2,undo operations is mainly associated with which structure?,Stack,Queue,Tree,Graph,A,8.0,undo operations
162,DSA,Stack,undo operations,conceptual,mcq,2,undo operations is mainly associated with which structure?,Stack,Queue,Tree,Graph,A,8.0,undo operations
163,DSA,Stack,undo operations,conceptual,mcq,2,Which statement describes undo operations?,Stack,Queue,Tree,Graph,A,8.0,undo operations
164,DSA,Stack,undo operations,conceptual,mcq,2,undo operations is used in which situation?,Stack,Queue,Tree,Graph,A,8.0,undo operations
165,DSA,Stack,undo operations,conceptual,mcq,2,Which statement describes undo operations?,Stack,Queue,Tree,Graph,A,8.0,undo operations
166,DSA,Stack,undo operations,conceptual,mcq,2,Which statement describes undo operations?,Stack,Queue,Tree,Graph,A,8.0,undo operations
167,DSA,Stack,undo operations,conceptual,mcq,2,undo operations is mainly associated with which structure?,Stack,Queue,Tree,Graph,A,8.0,undo operations
168,DSA,Stack,undo operations,conceptual,mcq,2,Which concept is related to undo operations?,Stack,Queue,Tree,Graph,A,8.0,undo operations
169,DSA,Stack,undo operations,conceptual,mcq,2,undo operations is used in which situation?,Stack,Queue,Tree,Graph,A,8.0,undo operations
170,DSA,Stack,undo operations,conceptual,mcq,2,undo operations is mainly associated with which structure?,Stack,Queue,Tree,Graph,A,8.0,undo operations
171,DSA,Queue,FIFO principle,conceptual,mcq,2,FIFO principle is mainly associated with which structure?,Stack,Queue,Tree,Graph,B,8.0,FIFO principle
172,DSA,Queue,FIFO principle,conceptual,mcq,2,FIFO principle is used in which situation?,Stack,Queue,Tree,Graph,B,8.0,FIFO principle
173,DSA,Queue,FIFO principle,conceptual,mcq,2,Which concept is related to FIFO principle?,Stack,Queue,Tree,Graph,B,8.0,FIFO principle
174,DSA,Queue,FIFO principle,conceptual,mcq,2,Which statement describes FIFO principle?,Stack,Queue,Tree,Graph,B,8.0,FIFO principle
175,DSA,Queue,FIFO principle,conceptual,mcq,2,Which statement describes FIFO principle?,Stack,Queue,Tree,Graph,B,8.0,FIFO principle
176,DSA,Queue,FIFO principle,conceptual,mcq,2,FIFO principle is mainly associated with which structure?,Stack,Queue,Tree,Graph,B,8.0,FIFO principle
177,DSA,Queue,FIFO principle,conceptual,mcq,2,Which statement describes FIFO principle?,Stack,Queue,Tree,Graph,B,8.0,FIFO principle
178,DSA,Queue,FIFO principle,conceptual,mcq,2,Which concept is related to FIFO principle?,Stack,Queue,Tree,Graph,B,8.0,FIFO principle
179,DSA,Queue,FIFO principle,conceptual,mcq,2,Which statement describes FIFO principle?,Stack,Queue,Tree,Graph,B,8.0,FIFO principle
180,DSA,Queue,FIFO principle,conceptual,mcq,2,Which concept is related to FIFO principle?,Stack,Queue,Tree,Graph,B,8.0,FIFO principle
181,DSA,Queue,FIFO principle,conceptual,mcq,2,Which concept is related to FIFO principle?,Stack,Queue,Tree,Graph,B,8.0,FIFO principle
182,DSA,Queue,FIFO principle,conceptual,mcq,2,Which concept is related to FIFO principle?,Stack,Queue,Tree,Graph,B,8.0,FIFO principle
183,DSA,Queue,FIFO principle,conceptual,mcq,2,Which statement describes FIFO principle?,Stack,Queue,Tree,Graph,B,8.0,FIFO principle
184,DSA,Queue,FIFO principle,conceptual,mcq,2,Which statement describes FIFO principle?,Stack,Queue,Tree,Graph,B,8.0,FIFO principle
185,DSA,Queue,FIFO principle,conceptual,mcq,2,FIFO principle is used in which situation?,Stack,Queue,Tree,Graph,B,8.0,FIFO principle
186,DSA,Queue,FIFO principle,conceptual,mcq,2,Which concept is related to FIFO principle?,Stack,Queue,Tree,Graph,B,8.0,FIFO principle
187,DSA,Queue,FIFO principle,conceptual,mcq,2,Which statement describes FIFO principle?,Stack,Queue,Tree,Graph,B,8.0,FIFO principle
188,DSA,Queue,FIFO principle,conceptual,mcq,2,Which concept is related to FIFO principle?,Stack,Queue,Tree,Graph,B,8.0,FIFO principle
189,DSA,Queue,FIFO principle,conceptual,mcq,2,FIFO principle is mainly associated with which structure?,Stack,Queue,Tree,Graph,B,8.0,FIFO principle
190,DSA,Queue,FIFO principle,conceptual,mcq,2,FIFO principle is mainly associated with which structure?,Stack,Queue,Tree,Graph,B,8.0,FIFO principle
191,DSA,Queue,enqueue operation,conceptual,mcq,2,Which concept is related to enqueue operation?,Stack,Queue,Tree,Graph,B,8.0,enqueue operation
192,DSA,Queue,enqueue operation,conceptual,mcq,2,enqueue operation is used in which situation?,Stack,Queue,Tree,Graph,B,8.0,enqueue operation
193,DSA,Queue,enqueue operation,conceptual,mcq,2,Which concept is related to enqueue operation?,Stack,Queue,Tree,Graph,B,8.0,enqueue operation
194,DSA,Queue,enqueue operation,conceptual,mcq,2,Which statement describes enqueue operation?,Stack,Queue,Tree,Graph,B,8.0,enqueue operation
195,DSA,Queue,enqueue operation,conceptual,mcq,2,Which statement describes enqueue operation?,Stack,Queue,Tree,Graph,B,8.0,enqueue operation
196,DSA,Queue,enqueue operation,conceptual,mcq,2,Which statement describes enqueue operation?,Stack,Queue,Tree,Graph,B,8.0,enqueue operation
197,DSA,Queue,enqueue operation,conceptual,mcq,2,enqueue operation is mainly associated with which structure?,Stack,Queue,Tree,Graph,B,8.0,enqueue operation
198,DSA,Queue,enqueue operation,conceptual,mcq,2,Which statement describes enqueue operation?,Stack,Queue,Tree,Graph,B,8.0,enqueue operation
199,DSA,Queue,enqueue operation,conceptual,mcq,2,Which statement describes enqueue operation?,Stack,Queue,Tree,Graph,B,8.0,enqueue operation
200,DSA,Queue,enqueue operation,conceptual,mcq,2,Which concept is related to enqueue operation?,Stack,Queue,Tree,Graph,B,8.0,enqueue operation
201,DSA,Queue,enqueue operation,conceptual,mcq,2,enqueue operation is used in which situation?,Stack,Queue,Tree,Graph,B,8.0,enqueue operation
202,DSA,Queue,enqueue operation,conceptual,mcq,2,enqueue operation is used in which situation?,Stack,Queue,Tree,Graph,B,8.0,enqueue operation
203,DSA,Queue,enqueue operation,conceptual,mcq,2,Which statement describes enqueue operation?,Stack,Queue,Tree,Graph,B,8.0,enqueue operation
204,DSA,Queue,enqueue operation,conceptual,mcq,2,enqueue operation is used in which situation?,Stack,Queue,Tree,Graph,B,8.0,enqueue operation
205,DSA,Queue,enqueue operation,conceptual,mcq,2,Which statement describes enqueue operation?,Stack,Queue,Tree,Graph,B,8.0,enqueue operation
206,DSA,Queue,enqueue operation,conceptual,mcq,2,enqueue operation is mainly associated with which structure?,Stack,Queue,Tree,Graph,B,8.0,enqueue operation
207,DSA,Queue,enqueue operation,conceptual,mcq,2,Which concept is related to enqueue operation?,Stack,Queue,Tree,Graph,B,8.0,enqueue operation
208,DSA,Queue,enqueue operation,conceptual,mcq,2,enqueue operation is used in which situation?,Stack,Queue,Tree,Graph,B,8.0,enqueue operation
209,DSA,Queue,enqueue operation,conceptual,mcq,2,Which statement describes enqueue operation?,Stack,Queue,Tree,Graph,B,8.0,enqueue operation
210,DSA,Queue,enqueue operation,conceptual,mcq,2,Which concept is related to enqueue operation?,Stack,Queue,Tree,Graph,B,8.0,enqueue operation
211,DSA,Queue,dequeue operation,conceptual,mcq,2,Which statement describes dequeue operation?,Stack,Queue,Tree,Graph,B,8.0,dequeue operation
212,DSA,Queue,dequeue operation,conceptual,mcq,2,dequeue operation is used in which situation?,Stack,Queue,Tree,Graph,B,8.0,dequeue operation
213,DSA,Queue,dequeue operation,conceptual,mcq,2,Which concept is related to dequeue operation?,Stack,Queue,Tree,Graph,B,8.0,dequeue operation
214,DSA,Queue,dequeue operation,conceptual,mcq,2,Which concept is related to dequeue operation?,Stack,Queue,Tree,Graph,B,8.0,dequeue operation
215,DSA,Queue,dequeue operation,conceptual,mcq,2,Which statement describes dequeue operation?,Stack,Queue,Tree,Graph,B,8.0,dequeue operation
216,DSA,Queue,dequeue operation,conceptual,mcq,2,dequeue operation is mainly associated with which structure?,Stack,Queue,Tree,Graph,B,8.0,dequeue operation
217,DSA,Queue,dequeue operation,conceptual,mcq,2,Which statement describes dequeue operation?,Stack,Queue,Tree,Graph,B,8.0,dequeue operation
218,DSA,Queue,dequeue operation,conceptual,mcq,2,dequeue operation is mainly associated with which structure?,Stack,Queue,Tree,Graph,B,8.0,dequeue operation
219,DSA,Queue,dequeue operation,conceptual,mcq,2,Which concept is related to dequeue operation?,Stack,Queue,Tree,Graph,B,8.0,dequeue operation
220,DSA,Queue,dequeue operation,conceptual,mcq,2,dequeue operation is used in which situation?,Stack,Queue,Tree,Graph,B,8.0,dequeue operation
221,DSA,Queue,dequeue operation,conceptual,mcq,2,dequeue operation is mainly associated with which structure?,Stack,Queue,Tree,Graph,B,8.0,dequeue operation
222,DSA,Queue,dequeue operation,conceptual,mcq,2,Which concept is related to dequeue operation?,Stack,Queue,Tree,Graph,B,8.0,dequeue operation
223,DSA,Queue,dequeue operation,conceptual,mcq,2,dequeue operation is used in which situation?,Stack,Queue,Tree,Graph,B,8.0,dequeue operation
224,DSA,Queue,dequeue operation,conceptual,mcq,2,dequeue operation is mainly associated with which structure?,Stack,Queue,Tree,Graph,B,8.0,dequeue operation
225,DSA,Queue,dequeue operation,conceptual,mcq,2,dequeue operation is mainly associated with which structure?,Stack,Queue,Tree,Graph,B,8.0,dequeue operation
226,DSA,Queue,dequeue operation,conceptual,mcq,2,Which statement describes dequeue operation?,Stack,Queue,Tree,Graph,B,8.0,dequeue operation
227,DSA,Queue,dequeue operation,conceptual,mcq,2,Which concept is related to dequeue operation?,Stack,Queue,Tree,Graph,B,8.0,dequeue operation
228,DSA,Queue,dequeue operation,conceptual,mcq,2,dequeue operation is mainly associated with which structure?,Stack,Queue,Tree,Graph,B,8.0,dequeue operation
229,DSA,Queue,dequeue operation,conceptual,mcq,2,Which statement describes dequeue operation?,Stack,Queue,Tree,Graph,B,8.0,dequeue operation
230,DSA,Queue,dequeue operation,conceptual,mcq,2,dequeue operation is used in which situation?,Stack,Queue,Tree,Graph,B,8.0,dequeue operation
231,DSA,Queue,circular queue,conceptual,mcq,2,Which statement describes circular queue?,Stack,Queue,Tree,Graph,B,8.0,circular queue
232,DSA,Queue,circular queue,conceptual,mcq,2,circular queue is used in which situation?,Stack,Queue,Tree,Graph,B,8.0,circular queue
233,DSA,Queue,circular queue,conceptual,mcq,2,Which concept is related to circular queue?,Stack,Queue,Tree,Graph,B,8.0,circular queue
234,DSA,Queue,circular queue,conceptual,mcq,2,circular queue is used in which situation?,Stack,Queue,Tree,Graph,B,8.0,circular queue
235,DSA,Queue,circular queue,conceptual,mcq,2,circular queue is used in which situation?,Stack,Queue,Tree,Graph,B,8.0,circular queue
236,DSA,Queue,circular queue,conceptual,mcq,2,circular queue is mainly associated with which structure?,Stack,Queue,Tree,Graph,B,8.0,circular queue
237,DSA,Queue,circular queue,conceptual,mcq,2,Which concept is related to circular queue?,Stack,Queue,Tree,Graph,B,8.0,circular queue
238,DSA,Queue,circular queue,conceptual,mcq,2,Which concept is related to circular queue?,Stack,Queue,Tree,Graph,B,8.0,circular queue
239,DSA,Queue,circular queue,conceptual,mcq,2,circular queue is mainly associated with which structure?,Stack,Queue,Tree,Graph,B,8.0,circular queue
240,DSA,Queue,circular queue,conceptual,mcq,2,circular queue is mainly associated with which structure?,Stack,Queue,Tree,Graph,B,8.0,circular queue
241,DSA,Queue,circular queue,conceptual,mcq,2,Which statement describes circular queue?,Stack,Queue,Tree,Graph,B,8.0,circular queue
242,DSA,Queue,circular queue,conceptual,mcq,2,Which statement describes circular queue?,Stack,Queue,Tree,Graph,B,8.0,circular queue
243,DSA,Queue,circular queue,conceptual,mcq,2,circular queue is used in which situation?,Stack,Queue,Tree,Graph,B,8.0,circular queue
244,DSA,Queue,circular queue,conceptual,mcq,2,circular queue is used in which situation?,Stack,Queue,Tree,Graph,B,8.0,circular queue
245,DSA,Queue,circular queue,conceptual,mcq,2,circular queue is mainly associated with which structure?,Stack,Queue,Tree,Graph,B,8.0,circular queue
246,DSA,Queue,circular queue,conceptual,mcq,2,Which concept is related to circular queue?,Stack,Queue,Tree,Graph,B,8.0,circular queue
247,DSA,Queue,circular queue,conceptual,mcq,2,circular queue is used in which situation?,Stack,Queue,Tree,Graph,B,8.0,circular queue
248,DSA,Queue,circular queue,conceptual,mcq,2,circular queue is used in which situation?,Stack,Queue,Tree,Graph,B,8.0,circular queue
249,DSA,Queue,circular queue,conceptual,mcq,2,circular queue is used in which situation?,Stack,Queue,Tree,Graph,B,8.0,circular queue
250,DSA,Queue,circular queue,conceptual,mcq,2,Which concept is related to circular queue?,Stack,Queue,Tree,Graph,B,8.0,circular queue
251,DSA,Queue,priority queue,conceptual,mcq,2,Which statement describes priority queue?,Stack,Queue,Tree,Graph,B,8.0,priority queue
252,DSA,Queue,priority queue,conceptual,mcq,2,priority queue is mainly associated with which structure?,Stack,Queue,Tree,Graph,B,8.0,priority queue
253,DSA,Queue,priority queue,conceptual,mcq,2,Which statement describes priority queue?,Stack,Queue,Tree,Graph,B,8.0,priority queue
254,DSA,Queue,priority queue,conceptual,mcq,2,priority queue is used in which situation?,Stack,Queue,Tree,Graph,B,8.0,priority queue
255,DSA,Queue,priority queue,conceptual,mcq,2,Which concept is related to priority queue?,Stack,Queue,Tree,Graph,B,8.0,priority queue
256,DSA,Queue,priority queue,conceptual,mcq,2,Which concept is related to priority queue?,Stack,Queue,Tree,Graph,B,8.0,priority queue
257,DSA,Queue,priority queue,conceptual,mcq,2,priority queue is mainly associated with which structure?,Stack,Queue,Tree,Graph,B,8.0,priority queue
258,DSA,Queue,priority queue,conceptual,mcq,2,priority queue is mainly associated with which structure?,Stack,Queue,Tree,Graph,B,8.0,priority queue
259,DSA,Queue,priority queue,conceptual,mcq,2,priority queue is mainly associated with which structure?,Stack,Queue,Tree,Graph,B,8.0,priority queue
260,DSA,Queue,priority queue,conceptual,mcq,2,Which concept is related to priority queue?,Stack,Queue,Tree,Graph,B,8.0,priority queue
261,DSA,Queue,priority queue,conceptual,mcq,2,Which statement describes priority queue?,Stack,Queue,Tree,Graph,B,8.0,priority queue
262,DSA,Queue,priority queue,conceptual,mcq,2,priority queue is mainly associated with which structure?,Stack,Queue,Tree,Graph,B,8.0,priority queue
263,DSA,Queue,priority queue,conceptual,mcq,2,priority queue is used in which situation?,Stack,Queue,Tree,Graph,B,8.0,priority queue
264,DSA,Queue,priority queue,conceptual,mcq,2,priority queue is used in which situation?,Stack,Queue,Tree,Graph,B,8.0,priority queue
265,DSA,Queue,priority queue,conceptual,mcq,2,Which concept is related to priority queue?,Stack,Queue,Tree,Graph,B,8.0,priority queue
266,DSA,Queue,priority queue,conceptual,mcq,2,priority queue is used in which situation?,Stack,Queue,Tree,Graph,B,8.0,priority queue
267,DSA,Queue,priority queue,conceptual,mcq,2,Which statement describes priority queue?,Stack,Queue,Tree,Graph,B,8.0,priority queue
268,DSA,Queue,priority queue,conceptual,mcq,2,Which concept is related to priority queue?,Stack,Queue,Tree,Graph,B,8.0,priority queue
269,DSA,Queue,priority queue,conceptual,mcq,2,priority queue is mainly associated with which structure?,Stack,Queue,Tree,Graph,B,8.0,priority queue
270,DSA,Queue,priority queue,conceptual,mcq,2,priority queue is used in which situation?,Stack,Queue,Tree,Graph,B,8.0,priority queue
271,DSA,Queue,BFS usage,conceptual,mcq,2,Which concept is related to BFS usage?,Stack,Queue,Tree,Graph,B,8.0,BFS usage
272,DSA,Queue,BFS usage,conceptual,mcq,2,BFS usage is used in which situation?,Stack,Queue,Tree,Graph,B,8.0,BFS usage
273,DSA,Queue,BFS usage,conceptual,mcq,2,Which concept is related to BFS usage?,Stack,Queue,Tree,Graph,B,8.0,BFS usage
274,DSA,Queue,BFS usage,conceptual,mcq,2,Which statement describes BFS usage?,Stack,Queue,Tree,Graph,B,8.0,BFS usage
275,DSA,Queue,BFS usage,conceptual,mcq,2,Which statement describes BFS usage?,Stack,Queue,Tree,Graph,B,8.0,BFS usage
276,DSA,Queue,BFS usage,conceptual,mcq,2,Which statement describes BFS usage?,Stack,Queue,Tree,Graph,B,8.0,BFS usage
277,DSA,Queue,BFS usage,conceptual,mcq,2,BFS usage is used in which situation?,Stack,Queue,Tree,Graph,B,8.0,BFS usage
278,DSA,Queue,BFS usage,conceptual,mcq,2,BFS usage is mainly associated with which structure?,Stack,Queue,Tree,Graph,B,8.0,BFS usage
279,DSA,Queue,BFS usage,conceptual,mcq,2,BFS usage is mainly associated with which structure?,Stack,Queue,Tree,Graph,B,8.0,BFS usage
280,DSA,Queue,BFS usage,conceptual,mcq,2,Which concept is related to BFS usage?,Stack,Queue,Tree,Graph,B,8.0,BFS usage
281,DSA,Queue,BFS usage,conceptual,mcq,2,Which concept is related to BFS usage?,Stack,Queue,Tree,Graph,B,8.0,BFS usage
282,DSA,Queue,BFS usage,conceptual,mcq,2,Which concept is related to BFS usage?,Stack,Queue,Tree,Graph,B,8.0,BFS usage
283,DSA,Queue,BFS usage,conceptual,mcq,2,Which concept is related to BFS usage?,Stack,Queue,Tree,Graph,B,8.0,BFS usage
284,DSA,Queue,BFS usage,conceptual,mcq,2,Which statement describes BFS usage?,Stack,Queue,Tree,Graph,B,8.0,BFS usage
285,DSA,Queue,BFS usage,conceptual,mcq,2,Which concept is related to BFS usage?,Stack,Queue,Tree,Graph,B,8.0,BFS usage
286,DSA,Queue,BFS usage,conceptual,mcq,2,Which concept is related to BFS usage?,Stack,Queue,Tree,Graph,B,8.0,BFS usage
287,DSA,Queue,BFS usage,conceptual,mcq,2,BFS usage is used in which situation?,Stack,Queue,Tree,Graph,B,8.0,BFS usage
288,DSA,Queue,BFS usage,conceptual,mcq,2,Which statement describes BFS usage?,Stack,Queue,Tree,Graph,B,8.0,BFS usage
289,DSA,Queue,BFS usage,conceptual,mcq,2,BFS usage is mainly associated with which structure?,Stack,Queue,Tree,Graph,B,8.0,BFS usage
290,DSA,Queue,BFS usage,conceptual,mcq,2,BFS usage is mainly associated with which structure?,Stack,Queue,Tree,Graph,B,8.0,BFS usage
